FIPS,State,county_state,fi_rate,number_fi_persons,percent_low_threshold,low_threshold_type,percent_high_threshold,high_threshold_type,percent_fi_below_low_threshold,percent_fi_btwn_threshold,percent_fi_above_threshold,child_fi_rate,child_fi_persons,cost_per_meal,weighted_annual_food_budget_shortfall
28157,MS,"Wilkinson County, Mississippi",0.282,2560,1.3,SNAP,1.85,Other Nutrition Program,0.651,0.132,0.217,0.313,620,3.11,1357000
28159,MS,"Winston County, Mississippi",0.212,3920,1.3,SNAP,1.85,Other Nutrition Program,0.646,0.18,0.174,0.26,1100,3.13,2094000
28161,MS,"Yalobusha County, Mississippi",0.191,2370,1.3,SNAP,1.85,Other Nutrition Program,0.589,0.151,0.26,0.223,640,3.32,1341000
28163,MS,"Yazoo County, Mississippi",0.255,7020,1.3,SNAP,1.85,Other Nutrition Program,0.626,0.089,0.285,0.277,1900,3.12,3735000
29001,MO,"Adair County, Missouri",0.175,4450,1.3,SNAP,1.85,Other Nutrition Program,0.59,0.08,0.331,0.183,840,2.63,1998000
29003,MO,"Andrew County, Missouri",0.105,1830,1.3,SNAP,1.85,Other Nutrition Program,0.45,0.198,0.352,0.138,550,2.78,868000
29005,MO,"Atchison County, Missouri",0.123,660,1.3,SNAP,1.85,Other Nutrition Program,0.483,0.193,0.324,0.167,170,3.03,341000
29007,MO,"Audrain County, Missouri",0.142,3670,1.3,SNAP,1.85,Other Nutrition Program,0.493,0.191,0.316,0.193,1160,2.54,1590000
29009,MO,"Barry County, Missouri",0.13,4600,1.3,SNAP,1.85,Other Nutrition Program,0.652,0.169,0.179,0.204,1650,3,2351000
29011,MO,"Barton County, Missouri",0.149,1780,1.3,SNAP,1.85,Other Nutrition Program,0.58,0.144,0.277,0.209,610,2.71,824000
29013,MO,"Bates County, Missouri",0.13,2140,1.3,SNAP,1.85,Other Nutrition Program,0.546,0.178,0.277,0.181,720,2.84,1036000
29015,MO,"Benton County, Missouri",0.14,2660,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.207,0.158,0.215,720,2.79,1265000
29017,MO,"Bollinger County, Missouri",0.14,1720,1.3,SNAP,1.85,Other Nutrition Program,0.617,0.117,0.266,0.207,570,2.83,830000
29019,MO,"Boone County, Missouri",0.155,26980,1.3,SNAP,1.85,Other Nutrition Program,0.525,0.091,0.384,0.152,5400,3.13,14415000
29021,MO,"Buchanan County, Missouri",0.141,12600,1.3,SNAP,1.85,Other Nutrition Program,0.531,0.132,0.337,0.191,3920,2.73,5869000
29023,MO,"Butler County, Missouri",0.166,7090,1.3,SNAP,1.85,Other Nutrition Program,0.655,0.146,0.199,0.213,2130,2.6,3149000
29025,MO,"Caldwell County, Missouri",0.124,1120,1.3,SNAP,1.85,Other Nutrition Program,0.576,0.133,0.291,0.173,380,2.99,572000
29027,MO,"Callaway County, Missouri",0.125,5580,1.3,SNAP,1.85,Other Nutrition Program,0.404,0.118,0.478,0.173,1660,3.1,2948000
29029,MO,"Camden County, Missouri",0.132,5930,1.3,SNAP,1.85,Other Nutrition Program,0.543,0.115,0.342,0.209,1710,3.17,3204000
29031,MO,"Cape Girardeau County, Missouri",0.147,11480,1.3,SNAP,1.85,Other Nutrition Program,0.515,0.118,0.367,0.174,2910,2.77,5426000
29033,MO,"Carroll County, Missouri",0.141,1260,1.3,SNAP,1.85,Other Nutrition Program,0.597,0.1,0.303,0.192,390,2.73,587000
29035,MO,"Carter County, Missouri",0.14,880,1.3,SNAP,1.85,Other Nutrition Program,0.545,0.223,0.232,0.173,270,2.67,401000
29037,MO,"Cass County, Missouri",0.107,10940,1.3,SNAP,1.85,Other Nutrition Program,0.395,0.167,0.438,0.151,3840,2.88,5371000
29039,MO,"Cedar County, Missouri",0.154,2140,1.3,SNAP,1.85,Other Nutrition Program,0.686,0.131,0.183,0.202,670,2.74,1000000
29041,MO,"Chariton County, Missouri",0.127,960,1.3,SNAP,1.85,Other Nutrition Program,0.557,0.225,0.218,0.162,280,2.66,436000
29043,MO,"Christian County, Missouri",0.11,9090,1.3,SNAP,1.85,Other Nutrition Program,0.475,0.194,0.332,0.154,3330,2.87,4449000
29045,MO,"Clark County, Missouri",0.14,960,1.3,SNAP,1.85,Other Nutrition Program,0.545,0.133,0.322,0.203,330,2.57,422000
29047,MO,"Clay County, Missouri",0.111,26220,1.3,SNAP,1.85,Other Nutrition Program,0.385,0.138,0.477,0.145,8480,3,13420000
29049,MO,"Clinton County, Missouri",0.116,2380,1.3,SNAP,1.85,Other Nutrition Program,0.449,0.17,0.38,0.165,810,3.07,1246000
29051,MO,"Cole County, Missouri",0.133,10190,1.3,SNAP,1.85,Other Nutrition Program,0.45,0.118,0.432,0.161,2820,2.84,4942000
29053,MO,"Cooper County, Missouri",0.128,2260,1.3,SNAP,1.85,Other Nutrition Program,0.469,0.186,0.345,0.157,610,2.89,1114000
29055,MO,"Crawford County, Missouri",0.149,3640,1.3,SNAP,1.85,Other Nutrition Program,0.681,0.137,0.182,0.204,1160,2.67,1658000
29057,MO,"Dade County, Missouri",0.143,1080,1.3,SNAP,1.85,Other Nutrition Program,0.664,0.102,0.234,0.22,350,2.82,521000
29059,MO,"Dallas County, Missouri",0.136,2230,1.3,SNAP,1.85,Other Nutrition Program,0.591,0.323,0.086,0.196,760,2.87,1092000
29061,MO,"Daviess County, Missouri",0.118,980,1.3,SNAP,1.85,Other Nutrition Program,0.572,0.197,0.232,0.168,360,2.94,491000
29063,MO,"DeKalb County, Missouri",0.139,1740,1.3,SNAP,1.85,Other Nutrition Program,0.359,0.163,0.477,0.18,370,2.74,814000
29065,MO,"Dent County, Missouri",0.151,2350,1.3,SNAP,1.85,Other Nutrition Program,0.67,0.107,0.224,0.207,740,2.84,1138000
29067,MO,"Douglas County, Missouri",0.147,1970,1.3,SNAP,1.85,Other Nutrition Program,0.683,0.239,0.078,0.22,630,2.89,972000
29069,MO,"Dunklin County, Missouri",0.189,5840,1.3,SNAP,1.85,Other Nutrition Program,0.709,0.141,0.151,0.247,1980,2.45,2443000
29071,MO,"Franklin County, Missouri",0.115,11760,1.3,SNAP,1.85,Other Nutrition Program,0.43,0.193,0.377,0.165,3950,2.8,5611000
29073,MO,"Gasconade County, Missouri",0.119,1750,1.3,SNAP,1.85,Other Nutrition Program,0.451,0.177,0.372,0.173,540,2.76,824000
29075,MO,"Gentry County, Missouri",0.136,910,1.3,SNAP,1.85,Other Nutrition Program,0.518,0.199,0.283,0.185,310,2.76,429000
29077,MO,"Greene County, Missouri",0.148,42480,1.3,SNAP,1.85,Other Nutrition Program,0.566,0.138,0.297,0.176,10610,2.9,21050000
29079,MO,"Grundy County, Missouri",0.147,1490,1.3,SNAP,1.85,Other Nutrition Program,0.567,0.158,0.274,0.204,480,2.91,741000
29081,MO,"Harrison County, Missouri",0.137,1180,1.3,SNAP,1.85,Other Nutrition Program,0.685,0.161,0.154,0.198,420,2.94,593000
29083,MO,"Henry County, Missouri",0.148,3230,1.3,SNAP,1.85,Other Nutrition Program,0.591,0.124,0.285,0.217,1060,2.49,1374000
29085,MO,"Hickory County, Missouri",0.148,1380,1.3,SNAP,1.85,Other Nutrition Program,0.642,0.145,0.213,0.234,370,2.69,634000
29087,MO,"Holt County, Missouri",0.12,540,1.3,SNAP,1.85,Other Nutrition Program,0.562,0.207,0.232,0.155,140,2.82,260000
29089,MO,"Howard County, Missouri",0.136,1380,1.3,SNAP,1.85,Other Nutrition Program,0.547,0.166,0.286,0.191,430,2.96,698000
29091,MO,"Howell County, Missouri",0.16,6410,1.3,SNAP,1.85,Other Nutrition Program,0.642,0.145,0.214,0.223,2170,2.58,2826000
29093,MO,"Iron County, Missouri",0.163,1670,1.3,SNAP,1.85,Other Nutrition Program,0.583,0.154,0.263,0.236,500,2.76,786000
29095,MO,"Jackson County, Missouri",0.162,111300,1.3,SNAP,1.85,Other Nutrition Program,0.515,0.155,0.33,0.181,29810,2.87,54472000
29097,MO,"Jasper County, Missouri",0.133,15770,1.3,SNAP,1.85,Other Nutrition Program,0.591,0.139,0.269,0.181,5430,2.74,7372000
29099,MO,"Jefferson County, Missouri",0.109,24240,1.3,SNAP,1.85,Other Nutrition Program,0.443,0.146,0.411,0.16,8520,3,12408000
29101,MO,"Johnson County, Missouri",0.147,7950,1.3,SNAP,1.85,Other Nutrition Program,0.466,0.189,0.345,0.165,1940,2.76,3739000
29103,MO,"Knox County, Missouri",0.138,550,1.3,SNAP,1.85,Other Nutrition Program,0.598,0.118,0.284,0.197,190,2.7,253000
29105,MO,"Laclede County, Missouri",0.147,5200,1.3,SNAP,1.85,Other Nutrition Program,0.627,0.174,0.198,0.201,1750,2.51,2226000
29107,MO,"Lafayette County, Missouri",0.122,4000,1.3,SNAP,1.85,Other Nutrition Program,0.461,0.18,0.359,0.179,1360,2.94,2006000
29109,MO,"Lawrence County, Missouri",0.128,4900,1.3,SNAP,1.85,Other Nutrition Program,0.567,0.234,0.199,0.194,1880,2.93,2452000
29111,MO,"Lewis County, Missouri",0.131,1320,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.185,0.326,0.175,410,2.7,608000
29113,MO,"Lincoln County, Missouri",0.118,6460,1.3,SNAP,1.85,Other Nutrition Program,0.513,0.148,0.339,0.17,2430,2.7,2981000
29115,MO,"Linn County, Missouri",0.145,1780,1.3,SNAP,1.85,Other Nutrition Program,0.535,0.176,0.289,0.216,630,2.69,817000
29117,MO,"Livingston County, Missouri",0.141,2110,1.3,SNAP,1.85,Other Nutrition Program,0.528,0.129,0.343,0.189,610,2.92,1053000
29119,MO,"McDonald County, Missouri",0.128,2920,1.3,SNAP,1.85,Other Nutrition Program,0.701,0.269,0.03,0.19,1130,3.2,1594000
29121,MO,"Macon County, Missouri",0.138,2110,1.3,SNAP,1.85,Other Nutrition Program,0.553,0.191,0.255,0.2,740,2.65,953000
29123,MO,"Madison County, Missouri",0.146,1790,1.3,SNAP,1.85,Other Nutrition Program,0.657,0.202,0.14,0.192,530,2.8,856000
29125,MO,"Maries County, Missouri",0.141,1270,1.3,SNAP,1.85,Other Nutrition Program,0.557,0.182,0.262,0.22,410,2.87,622000
29127,MO,"Marion County, Missouri",0.151,4340,1.3,SNAP,1.85,Other Nutrition Program,0.584,0.142,0.274,0.191,1300,2.64,1958000
29129,MO,"Mercer County, Missouri",0.135,490,1.3,SNAP,1.85,Other Nutrition Program,0.645,0.16,0.195,0.181,170,2.63,220000
29131,MO,"Miller County, Missouri",0.136,3390,1.3,SNAP,1.85,Other Nutrition Program,0.576,0.13,0.294,0.194,1150,3.32,1920000
29133,MO,"Mississippi County, Missouri",0.217,3010,1.3,SNAP,1.85,Other Nutrition Program,0.686,0.082,0.232,0.27,830,2.59,1330000
29135,MO,"Moniteau County, Missouri",0.115,1830,1.3,SNAP,1.85,Other Nutrition Program,0.399,0.223,0.378,0.166,660,3.01,939000
29137,MO,"Monroe County, Missouri",0.131,1140,1.3,SNAP,1.85,Other Nutrition Program,0.464,0.24,0.296,0.189,370,2.57,500000
29139,MO,"Montgomery County, Missouri",0.132,1540,1.3,SNAP,1.85,Other Nutrition Program,0.617,0.182,0.201,0.184,490,2.71,711000
29141,MO,"Morgan County, Missouri",0.162,3250,1.3,SNAP,1.85,Other Nutrition Program,0.665,0.179,0.156,0.235,1040,2.94,1632000
29143,MO,"New Madrid County, Missouri",0.197,3540,1.3,SNAP,1.85,Other Nutrition Program,0.696,0.119,0.185,0.246,1040,2.7,1631000
29145,MO,"Newton County, Missouri",0.12,6980,1.3,SNAP,1.85,Other Nutrition Program,0.538,0.237,0.225,0.164,2310,2.57,3067000
29147,MO,"Nodaway County, Missouri",0.165,3760,1.3,SNAP,1.85,Other Nutrition Program,0.534,0.137,0.329,0.192,720,3.07,1967000
29149,MO,"Oregon County, Missouri",0.158,1710,1.3,SNAP,1.85,Other Nutrition Program,0.673,0.144,0.183,0.241,580,2.74,800000
29151,MO,"Osage County, Missouri",0.096,1300,1.3,SNAP,1.85,Other Nutrition Program,0.416,0.208,0.376,0.135,430,2.98,660000
29153,MO,"Ozark County, Missouri",0.171,1600,1.3,SNAP,1.85,Other Nutrition Program,0.716,0.094,0.19,0.252,460,2.96,809000
29155,MO,"Pemiscot County, Missouri",0.232,4020,1.3,SNAP,1.85,Other Nutrition Program,0.742,0.132,0.126,0.256,1180,2.65,1817000
29157,MO,"Perry County, Missouri",0.1,1920,1.3,SNAP,1.85,Other Nutrition Program,0.522,0.253,0.225,0.141,650,2.78,910000
29159,MO,"Pettis County, Missouri",0.136,5740,1.3,SNAP,1.85,Other Nutrition Program,0.618,0.185,0.196,0.185,1960,2.62,2567000
29161,MO,"Phelps County, Missouri",0.156,6980,1.3,SNAP,1.85,Other Nutrition Program,0.576,0.124,0.3,0.181,1710,2.65,3158000
29163,MO,"Pike County, Missouri",0.136,2520,1.3,SNAP,1.85,Other Nutrition Program,0.505,0.159,0.336,0.179,730,2.69,1158000
29165,MO,"Platte County, Missouri",0.108,10450,1.3,SNAP,1.85,Other Nutrition Program,0.316,0.138,0.546,0.137,3170,3.24,5769000
29167,MO,"Polk County, Missouri",0.134,4200,1.3,SNAP,1.85,Other Nutrition Program,0.617,0.167,0.216,0.167,1230,2.55,1828000
29169,MO,"Pulaski County, Missouri",0.149,7890,1.3,SNAP,1.85,Other Nutrition Program,0.399,0.16,0.44,0.177,2100,3.11,4191000
29171,MO,"Putnam County, Missouri",0.138,670,1.3,SNAP,1.85,Other Nutrition Program,0.616,0.184,0.2,0.199,210,2.55,291000
29173,MO,"Ralls County, Missouri",0.115,1170,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.169,0.341,0.171,380,2.74,546000
29175,MO,"Randolph County, Missouri",0.142,3540,1.3,SNAP,1.85,Other Nutrition Program,0.522,0.151,0.327,0.184,1020,2.52,1523000
29177,MO,"Ray County, Missouri",0.129,2960,1.3,SNAP,1.85,Other Nutrition Program,0.491,0.094,0.415,0.204,1080,3.01,1522000
29179,MO,"Reynolds County, Missouri",0.135,860,1.3,SNAP,1.85,Other Nutrition Program,0.578,0.216,0.205,0.187,250,2.89,424000
29181,MO,"Ripley County, Missouri",0.16,2210,1.3,SNAP,1.85,Other Nutrition Program,0.681,0.156,0.163,0.223,710,2.64,996000
29183,MO,"St. Charles County, Missouri",0.09,34580,1.3,SNAP,1.85,Other Nutrition Program,0.278,0.113,0.609,0.128,11900,3.07,18128000
29185,MO,"St. Clair County, Missouri",0.157,1470,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.116,0.249,0.233,410,2.63,659000
29186,MO,"Ste. Genevieve County, Missouri",0.13,2330,1.3,SNAP,1.85,Other Nutrition Program,0.526,0.097,0.376,0.198,790,2.92,1161000
29187,MO,"St. Francois County, Missouri",0.143,9450,1.3,SNAP,1.85,Other Nutrition Program,0.522,0.16,0.318,0.182,2570,2.72,4393000
29189,MO,"St. Louis County, Missouri",0.138,137690,1.3,SNAP,1.85,Other Nutrition Program,0.369,0.142,0.489,0.146,32440,3.12,73306000
29195,MO,"Saline County, Missouri",0.133,3070,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.18,0.26,0.19,1000,2.47,1292000
29197,MO,"Schuyler County, Missouri",0.149,660,1.3,SNAP,1.85,Other Nutrition Program,0.632,0.079,0.289,0.208,250,2.55,287000
29199,MO,"Scotland County, Missouri",0.135,660,1.3,SNAP,1.85,Other Nutrition Program,0.613,0.259,0.128,0.192,270,2.75,309000
29201,MO,"Scott County, Missouri",0.162,6290,1.3,SNAP,1.85,Other Nutrition Program,0.594,0.169,0.237,0.212,1960,2.64,2835000
29203,MO,"Shannon County, Missouri",0.184,1520,1.3,SNAP,1.85,Other Nutrition Program,0.702,0.076,0.222,0.268,490,2.7,701000
29205,MO,"Shelby County, Missouri",0.13,790,1.3,SNAP,1.85,Other Nutrition Program,0.571,0.192,0.238,0.2,290,2.61,352000
29207,MO,"Stoddard County, Missouri",0.146,4330,1.3,SNAP,1.85,Other Nutrition Program,0.527,0.22,0.254,0.192,1240,2.97,2196000
29209,MO,"Stone County, Missouri",0.127,4000,1.3,SNAP,1.85,Other Nutrition Program,0.541,0.165,0.294,0.191,1030,3.18,2172000
29211,MO,"Sullivan County, Missouri",0.111,710,1.3,SNAP,1.85,Other Nutrition Program,0.564,0.274,0.162,0.165,240,2.78,337000
29213,MO,"Taney County, Missouri",0.155,8400,1.3,SNAP,1.85,Other Nutrition Program,0.59,0.207,0.203,0.211,2440,3.19,4568000
29215,MO,"Texas County, Missouri",0.164,4210,1.3,SNAP,1.85,Other Nutrition Program,0.652,0.137,0.211,0.233,1390,2.99,2147000
29217,MO,"Vernon County, Missouri",0.135,2790,1.3,SNAP,1.85,Other Nutrition Program,0.575,0.22,0.206,0.187,930,3.01,1432000
29219,MO,"Warren County, Missouri",0.112,3770,1.3,SNAP,1.85,Other Nutrition Program,0.496,0.135,0.368,0.169,1370,2.56,1646000
29221,MO,"Washington County, Missouri",0.148,3690,1.3,SNAP,1.85,Other Nutrition Program,0.614,0.182,0.204,0.219,1260,2.96,1863000
29223,MO,"Wayne County, Missouri",0.156,2090,1.3,SNAP,1.85,Other Nutrition Program,0.677,0.164,0.159,0.219,630,2.74,977000
29225,MO,"Webster County, Missouri",0.139,5210,1.3,SNAP,1.85,Other Nutrition Program,0.61,0.162,0.228,0.195,1990,2.9,2576000
29227,MO,"Worth County, Missouri",0.12,250,1.3,SNAP,1.85,Other Nutrition Program,0.493,0.302,0.205,0.181,80,2.96,126000
29229,MO,"Wright County, Missouri",0.167,3060,1.3,SNAP,1.85,Other Nutrition Program,0.75,0.19,0.059,0.235,1070,2.7,1410000
29510,MO,"St. Louis city, Missouri",0.233,73300,1.3,SNAP,1.85,Other Nutrition Program,0.638,0.133,0.229,0.223,13970,3,37585000
30001,MT,"Beaverhead County, Montana",0.121,1130,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.667,,0.333,0.144,240,3.21,619000
30003,MT,"Big Horn County, Montana",0.202,2690,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.872,,0.128,0.301,1340,3.12,1431000
30005,MT,"Blaine County, Montana",0.177,1180,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.775,,0.225,0.253,510,3.26,657000
30007,MT,"Broadwater County, Montana",0.093,530,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.725,,0.275,0.14,160,3.16,286000
30009,MT,"Carbon County, Montana",0.097,1020,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.57,,0.43,0.152,290,3.13,545000
30011,MT,"Carter County, Montana",0.098,130,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.643,,0.357,0.167,40,3.18,71000
30013,MT,"Cascade County, Montana",0.119,9730,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.706,,0.294,0.173,3170,3.04,5054000
30015,MT,"Chouteau County, Montana",0.139,810,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.738,,0.262,0.201,280,3.08,426000
30017,MT,"Custer County, Montana",0.102,1210,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.587,,0.413,0.146,380,3.14,648000
30019,MT,"Daniels County, Montana",0.079,140,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.488,,0.512,0.12,50,3.4,81000
30021,MT,"Dawson County, Montana",0.107,1000,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.642,,0.358,0.183,380,3.36,574000
30023,MT,"Deer Lodge County, Montana",0.13,1180,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.702,,0.298,0.185,270,3.2,645000
30025,MT,"Fallon County, Montana",0.093,270,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.538,,0.462,0.139,110,3.36,155000
30027,MT,"Fergus County, Montana",0.121,1370,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.687,,0.313,0.193,450,3.1,724000
30029,MT,"Flathead County, Montana",0.121,11670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.643,,0.357,0.188,4040,3.04,6061000
30031,MT,"Gallatin County, Montana",0.113,11410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.617,,0.383,0.139,2860,3.18,6198000
30033,MT,"Garfield County, Montana",0.085,90,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.893,,0.107,0.129,30,3.13,48000
30035,MT,"Glacier County, Montana",0.2,2730,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.798,,0.202,0.258,1110,3.07,1430000
30037,MT,"Golden Valley County, Montana",0.131,100,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.771,,0.229,0.198,30,3.11,53000
30039,MT,"Granite County, Montana",0.117,370,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.7,,0.3,0.187,110,3.19,201000
30041,MT,"Hill County, Montana",0.141,2330,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.762,,0.238,0.199,900,3.16,1258000
30043,MT,"Jefferson County, Montana",0.093,1080,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.516,,0.484,0.155,380,3.16,583000
30045,MT,"Judith Basin County, Montana",0.116,230,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.7,,0.3,0.156,50,3.1,122000
30047,MT,"Lake County, Montana",0.136,4010,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.778,,0.222,0.209,1500,3.24,2215000
30049,MT,"Lewis and Clark County, Montana",0.107,7080,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.561,,0.439,0.159,2280,3.11,3760000
30051,MT,"Liberty County, Montana",0.124,280,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.653,,0.347,0.173,60,3.06,146000
30053,MT,"Lincoln County, Montana",0.142,2730,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.807,,0.193,0.223,780,3.06,1424000
30055,MT,"McCone County, Montana",0.084,140,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.643,,0.357,0.11,50,3.33,80000
30057,MT,"Madison County, Montana",0.103,820,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.638,,0.362,0.168,210,3.19,446000
30059,MT,"Meagher County, Montana",0.124,250,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.833,,0.167,0.183,100,3.15,134000
30061,MT,"Mineral County, Montana",0.155,650,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.712,,0.288,0.267,210,3.08,342000
30063,MT,"Missoula County, Montana",0.13,14860,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.649,,0.351,0.163,3600,3.15,7976000
30065,MT,"Musselshell County, Montana",0.132,630,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.755,,0.245,0.192,190,3.11,334000
30067,MT,"Park County, Montana",0.117,1880,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.614,,0.386,0.158,480,3.22,1033000
30069,MT,"Petroleum County, Montana",0.12,50,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.66,,0.34,0.186,10,3.11,27000
30071,MT,"Phillips County, Montana",0.132,540,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.728,,0.272,0.187,180,3.28,302000
30073,MT,"Pondera County, Montana",0.131,790,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.719,,0.281,0.206,310,3.05,411000
30075,MT,"Powder River County, Montana",0.101,160,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.699,,0.301,0.139,40,3.17,87000
30077,MT,"Powell County, Montana",0.126,860,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.513,,0.487,0.207,200,3.14,460000
30079,MT,"Prairie County, Montana",0.092,120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.613,,0.387,0.157,50,3.32,68000
30081,MT,"Ravalli County, Montana",0.124,5130,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.747,,0.253,0.198,1640,3.72,3260000
30083,MT,"Richland County, Montana",0.095,1080,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.6,,0.4,0.135,380,3.46,638000
30085,MT,"Roosevelt County, Montana",0.171,1920,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.775,,0.225,0.244,890,3.5,1145000
30087,MT,"Rosebud County, Montana",0.13,1210,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.636,,0.364,0.202,540,3.12,644000
30089,MT,"Sanders County, Montana",0.15,1710,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.781,,0.219,0.247,510,3.07,895000
30091,MT,"Sheridan County, Montana",0.102,360,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.661,,0.339,0.15,110,3.5,215000
30093,MT,"Silver Bow County, Montana",0.135,4670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.665,,0.335,0.197,1380,3.29,2625000
30095,MT,"Stillwater County, Montana",0.088,820,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.581,,0.419,0.148,300,3.11,435000
30097,MT,"Sweet Grass County, Montana",0.102,370,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.629,,0.371,0.163,130,3.13,198000
30099,MT,"Teton County, Montana",0.109,660,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.707,,0.293,0.158,230,3.09,348000
30101,MT,"Toole County, Montana",0.129,650,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.661,,0.339,0.18,180,3.06,340000
30103,MT,"Treasure County, Montana",0.127,100,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.834,,0.166,0.204,30,3.1,53000
30105,MT,"Valley County, Montana",0.094,710,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.761,,0.239,0.141,230,3.46,420000
30107,MT,"Wheatland County, Montana",0.141,300,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.781,,0.219,0.221,120,3.12,160000
30109,MT,"Wibaux County, Montana",0.097,110,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.777,,0.223,0.149,40,3.49,66000
30111,MT,"Yellowstone County, Montana",0.103,16030,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.646,,0.354,0.151,5580,3.09,8455000
31001,NE,"Adams County, Nebraska",0.117,3680,1.3,SNAP,1.85,Other Nutrition Program,0.429,0.111,0.459,0.183,1380,2.96,1859000
31003,NE,"Antelope County, Nebraska",0.113,720,1.3,SNAP,1.85,Other Nutrition Program,0.492,0.236,0.273,0.179,260,2.97,366000
31005,NE,"Arthur County, Nebraska",0.144,60,1.3,SNAP,1.85,Other Nutrition Program,0.39,0.257,0.353,0.188,20,3.07,31000
31007,NE,"Banner County, Nebraska",0.113,80,1.3,SNAP,1.85,Other Nutrition Program,0.434,0.271,0.295,0.173,30,3.11,42000
